지방청,표지,일시,풍향,유향,파향,기온,수온,시정,풍속,유속,파고,기압,습도,염분
부산청,부산항신항중앙C호등부표,2019-03-01 03:29,242.0,,,8.6,12.1,,3.4,,,1018.3,84.0,18.0
부산청,남항동방파제등대,2019-03-01 03:29,348.0,,,9.1,,,1.6,,,1017.2,70.0,
부산청,감천항유도등부표(랜비),2019-03-01 03:29,114.0,,,9.5,13.9,,2.0,,,1018.0,69.0,19.0
부산청,부산항신항다목적부두,2019-03-01 03:33,,,,,,5.4,,,,,,
부산청,부산항신항소형선부두등대,2019-03-01 03:33,,,,,,6.1,,,,,,
부산청,송정리등표,2019-03-01 03:34,359.0,,,8.2,,,3.1,,,1017.3,73.0,
부산청,오륙도등대,2019-03-01 03:34,347.0,,,9.8,,,1.4,,,1013.1,67.0,
부산청,가덕도등대,2019-03-01 03:34,304.0,,,8.1,,,2.3,,,1007.8,73.0,
부산청,감천항유도등부표(랜비),2019-03-01 03:35,109.0,,,9.6,13.9,,1.8,,,1018.1,70.0,19.0
부산청,부산항유도등부표(랜비),2019-03-01 03:38,127.0,,,9.7,14.6,,19.0,,,1018.2,69.0,19.0
부산청,부산항신항중앙C호등부표,2019-03-01 03:38,241.0,,,8.7,12.1,,3.4,,,1018.4,85.0,19.0
부산청,남항동방파제등대,2019-03-01 03:38,6.0,,,8.7,,,1.1,,,1017.3,71.0,
부산청,감천항유도등부표(랜비),2019-03-01 03:38,116.0,,,9.3,14.0,,1.5,,,1018.2,69.0,19.0
부산청,부산항신항소형선부두등대,2019-03-01 03:39,,,,,,5.7,,,,,,
부산청,부산항신항다목적부두,2019-03-01 03:39,,,,,,6.9,,,,,,
부산청,송정리등표,2019-03-01 03:43,358.0,,,8.2,,,3.1,,,1017.4,72.0,
부산청,오륙도등대,2019-03-01 03:43,312.0,,,9.7,,,1.7,,,1013.1,68.0,
부산청,가덕도등대,2019-03-01 03:43,304.0,,,7.3,,,2.1,,,1007.8,77.0,
부산청,남항동방파제등대,2019-03-01 03:44,12.0,,,9.3,,,0.72,,,1017.3,72.0,
부산청,감천항유도등부표(랜비),2019-03-01 03:44,118.0,,,9.2,14.0,,1.5,,,1018.1,69.0,19.0
부산청,부산항유도등부표(랜비),2019-03-01 03:44,103.0,,,9.6,14.6,,2.6,,,1018.2,70.0,18.0
부산청,부산항신항중앙C호등부표,2019-03-01 03:44,254.0,,,7.9,12.1,,3.0,,,1018.3,83.0,19.0
부산청,부산항신항다목적부두,2019-03-01 03:48,,,,,,5.9,,,,,,
부산청,부산항신항소형선부두등대,2019-03-01 03:48,,,,,,5.6,,,,,,
부산청,송정리등표,2019-03-01 03:49,358.0,,,8.3,,,2.8,,,1017.5,74.0,
부산청,오륙도등대,2019-03-01 03:49,312.0,,,9.6,,,0.98,,,1013.1,67.0,
부산청,가덕도등대,2019-03-01 03:49,305.0,,,7.5,,,2.8,,,1007.9,83.0,
부산청,감천항유도등부표(랜비),2019-03-01 03:50,121.0,,,9.4,14.0,,0.98,,,1018.1,71.0,19.0
부산청,부산항유도등부표(랜비),2019-03-01 03:53,103.0,,,8.7,14.6,,25.0,,,1018.2,68.0,18.0
부산청,부산항신항중앙C호등부표,2019-03-01 03:53,232.0,,,8.6,12.1,,3.2,,,1018.4,85.0,19.0
부산청,남항동방파제등대,2019-03-01 03:53,17.0,,,9.2,,,1.3,,,1017.2,70.0,
부산청,감천항유도등부표(랜비),2019-03-01 03:53,96.0,,,9.4,14.0,,1.1,,,1066.3,70.0,19.0
부산청,부산항신항다목적부두,2019-03-01 03:54,,,,,,6.3,,,,,,
부산청,부산항신항소형선부두등대,2019-03-01 03:54,,,,,,5.2,,,,,,
부산청,송정리등표,2019-03-01 03:58,355.0,,,7.5,,,2.8,,,1017.5,75.0,
부산청,오륙도등대,2019-03-01 03:58,324.0,,,9.5,,,1.2,,,1013.2,68.0,
부산청,가덕도등대,2019-03-01 03:58,308.0,,,7.8,,,3.9,,,1007.9,86.0,
부산청,부산항유도등부표(랜비),2019-03-01 03:59,107.0,,,8.6,14.6,,16.0,,,1018.3,68.0,17.0
부산청,부산항신항중앙C호등부표,2019-03-01 03:59,243.0,,,8.7,12.1,,3.1,,,1018.5,85.0,18.0
부산청,남항동방파제등대,2019-03-01 03:59,355.0,,,9.3,,,1.2,,,1017.3,72.0,
부산청,감천항유도등부표(랜비),2019-03-01 03:59,50.0,,,9.2,14.0,,0.87,,,1018.2,69.0,19.0
부산청,부산항신항다목적부두,2019-03-01 04:03,,,,,,6.5,,,,,,
부산청,부산항신항소형선부두등대,2019-03-01 04:03,,,,,,5.9,,,,,,
부산청,송정리등표,2019-03-01 04:04,351.0,,,8.1,,,2.7,,,1017.6,77.0,
부산청,오륙도등대,2019-03-01 04:04,329.0,,,9.5,,,0.72,,,1013.3,67.0,
부산청,가덕도등대,2019-03-01 04:04,311.0,,,7.7,,,3.9,,,1007.9,86.0,
부산청,감천항유도등부표(랜비),2019-03-01 04:05,49.0,,,8.7,13.9,,1.6,,,1018.3,69.0,19.0
부산청,부산항유도등부표(랜비),2019-03-01 04:08,110.0,,,9.4,14.5,,18.0,,,1018.3,69.0,19.0
부산청,감천항유도등부표(랜비),2019-03-01 04:08,59.0,,,8.9,14.0,,1.1,,,1018.3,70.0,19.0
부산청,남항동방파제등대,2019-03-01 04:08,357.0,,,9.2,,,0.98,,,1017.3,71.0,
부산청,부산항신항중앙C호등부표,2019-03-01 04:08,241.0,,,7.7,12.1,,3.4,,,1018.5,83.0,18.0
부산청,부산항신항소형선부두등대,2019-03-01 04:09,,,,,,5.7,,,,,,
부산청,부산항신항다목적부두,2019-03-01 04:09,,,,,,7.2,,,,,,
부산청,오륙도등대,2019-03-01 04:13,329.0,,,9.5,,,0.2,,,1013.3,69.0,
부산청,송정리등표,2019-03-01 04:13,346.0,,,7.9,,,2.6,,,1017.6,76.0,
부산청,가덕도등대,2019-03-01 04:13,315.0,,,7.5,,,3.7,,,1007.8,85.0,
부산청,남항동방파제등대,2019-03-01 04:14,11.0,,,9.3,,,1.7,,,1017.4,73.0,
부산청,감천항유도등부표(랜비),2019-03-01 04:14,125.0,,,9.0,14.0,,1.4,,,1018.3,70.0,19.0
부산청,부산항신항중앙C호등부표,2019-03-01 04:14,252.0,,,7.8,12.1,,3.1,,,1018.4,83.0,18.0
부산청,부산항유도등부표(랜비),2019-03-01 04:14,112.0,,,8.7,14.5,,21.0,,,1018.3,68.0,18.0
부산청,부산항신항다목적부두,2019-03-01 04:18,,,,,,5.9,,,,,,
부산청,부산항신항소형선부두등대,2019-03-01 04:18,,,,,,5.6,,,,,,
부산청,오륙도등대,2019-03-01 04:19,0.0,,,9.4,,,0.0,,,1013.3,69.0,
부산청,가덕도등대,2019-03-01 04:19,314.0,,,7.7,,,3.3,,,1007.9,84.0,
부산청,송정리등표,2019-03-01 04:19,351.0,,,8.2,,,2.6,,,1017.6,76.0,
부산청,감천항유도등부표(랜비),2019-03-01 04:20,123.0,,,9.1,14.0,,2.6,,,1018.2,70.0,19.0
부산청,부산항유도등부표(랜비),2019-03-01 04:23,111.0,,,9.3,14.5,,20.0,,,1018.3,68.0,18.0
부산청,남항동방파제등대,2019-03-01 04:23,358.0,,,9.0,,,1.4,,,1017.4,73.0,
부산청,감천항유도등부표(랜비),2019-03-01 04:23,121.0,,,8.7,14.0,,2.6,,,1018.3,70.0,19.0
부산청,부산항신항중앙C호등부표,2019-03-01 04:23,222.0,,,7.8,12.1,,3.6,,,1018.6,82.0,19.0
부산청,부산항신항다목적부두,2019-03-01 04:24,,,,,,7.0,,,,,,
부산청,부산항신항소형선부두등대,2019-03-01 04:24,,,,,,5.6,,,,,,
부산청,송정리등표,2019-03-01 04:28,356.0,,,8.1,,,2.8,,,1017.6,76.0,
부산청,오륙도등대,2019-03-01 04:28,6.0,,,9.6,,,0.0,,,1013.3,69.0,
부산청,가덕도등대,2019-03-01 04:28,310.0,,,7.4,,,3.6,,,1007.9,86.0,
부산청,남항동방파제등대,2019-03-01 04:29,348.0,,,8.5,,,1.8,,,1017.4,71.0,
부산청,감천항유도등부표(랜비),2019-03-01 04:29,123.0,,,8.9,14.0,,2.8,,,1018.3,70.0,19.0
부산청,부산항신항중앙C호등부표,2019-03-01 04:29,213.0,,,7.9,12.2,,3.9,,,1018.5,81.0,19.0
부산청,부산항유도등부표(랜비),2019-03-01 04:29,116.0,,,9.6,14.5,,26.0,,,1018.3,69.0,18.0
부산청,부산항신항다목적부두,2019-03-01 04:33,,,,,,6.5,,,,,,
부산청,부산항신항소형선부두등대,2019-03-01 04:33,,,,,,5.0,,,,,,
부산청,송정리등표,2019-03-01 04:34,2.0,,,8.0,,,2.7,,,1017.7,75.0,
부산청,오륙도등대,2019-03-01 04:34,0.0,,,9.5,,,0.0,,,1013.3,70.0,
부산청,가덕도등대,2019-03-01 04:34,305.0,,,6.8,,,3.9,,,1007.9,85.0,
부산청,감천항유도등부표(랜비),2019-03-01 04:35,115.0,,,8.9,14.0,,2.7,,,1018.3,70.0,19.0
부산청,부산항신항중앙C호등부표,2019-03-01 04:38,207.0,,,8.6,12.2,,3.6,,,1018.6,81.0,19.0
부산청,부산항유도등부표(랜비),2019-03-01 04:38,122.0,,,9.3,14.5,,27.0,,,1018.3,69.0,18.0
부산청,감천항유도등부표(랜비),2019-03-01 04:38,117.0,,,8.6,14.0,,2.8,,,1018.3,68.0,19.0
부산청,남항동방파제등대,2019-03-01 04:38,348.0,,,8.4,,,2.2,,,1017.4,69.0,
부산청,부산항신항다목적부두,2019-03-01 04:39,,,,,,6.5,,,,,,
부산청,부산항신항소형선부두등대,2019-03-01 04:39,,,,,,4.1,,,,,,
부산청,송정리등표,2019-03-01 04:43,0.0,,,7.3,,,3.1,,,1017.7,75.0,
부산청,오륙도등대,2019-03-01 04:43,0.0,,,9.3,,,0.0,,,1013.3,70.0,
부산청,가덕도등대,2019-03-01 04:43,312.0,,,7.5,,,4.5,,,1007.9,86.0,
부산청,남항동방파제등대,2019-03-01 04:44,345.0,,,8.4,,,1.7,,,1017.4,70.0,
부산청,감천항유도등부표(랜비),2019-03-01 04:44,96.0,,,9.1,14.0,,3.3,,,1018.4,67.0,19.0
부산청,부산항유도등부표(랜비),2019-03-01 04:44,125.0,,,9.5,14.5,,2.8,,,1066.5,69.0,18.0
부산청,부산항신항중앙C호등부표,2019-03-01 04:44,202.0,,,8.7,12.2,,3.7,,,1018.5,78.0,19.0
부산청,부산항신항다목적부두,2019-03-01 04:48,,,,,,7.0,,,,,,
부산청,부산항신항소형선부두등대,2019-03-01 04:48,,,,,,3.9,,,,,,
부산청,송정리등표,2019-03-01 04:49,6.0,,,8.2,,,3.5,,,1017.7,74.0,
부산청,오륙도등대,2019-03-01 04:49,0.0,,,9.4,,,0.0,,,1013.4,71.0,
부산청,가덕도등대,2019-03-01 04:49,309.0,,,7.3,,,4.0,,,1008.0,86.0,
부산청,감천항유도등부표(랜비),2019-03-01 04:50,105.0,,,8.7,14.1,,3.5,,,1066.4,66.0,19.0
부산청,부산항유도등부표(랜비),2019-03-01 04:53,102.0,,,9.2,14.6,,29.0,,,1018.4,68.0,18.0
부산청,부산항신항중앙C호등부표,2019-03-01 04:53,238.0,,,9.0,12.1,,2.9,,,1018.7,75.0,19.0
부산청,남항동방파제등대,2019-03-01 04:53,4.0,,,9.0,,,3.6,,,1017.5,69.0,
부산청,감천항유도등부표(랜비),2019-03-01 04:53,105.0,,,8.7,14.2,,3.3,,,1066.4,66.0,19.0
부산청,부산항신항다목적부두,2019-03-01 04:54,,,,,,7.0,,,,,,
부산청,부산항신항소형선부두등대,2019-03-01 04:54,,,,,,4.4,,,,,,
부산청,송정리등표,2019-03-01 04:58,1.0,,,7.7,,,4.4,,,1017.7,74.0,
부산청,오륙도등대,2019-03-01 04:58,0.0,,,9.3,,,0.0,,,1013.3,70.0,
부산청,가덕도등대,2019-03-01 04:58,311.0,,,7.3,,,4.0,,,1008.1,85.0,
부산청,부산항유도등부표(랜비),2019-03-01 04:59,119.0,,,9.2,14.6,,26.0,,,1018.4,70.0,18.0
부산청,부산항신항중앙C호등부표,2019-03-01 04:59,247.0,,,9.0,12.1,,1.8,,,1018.7,78.0,19.0
부산청,남항동방파제등대,2019-03-01 04:59,9.0,,,8.7,,,3.9,,,1017.6,68.0,
부산청,감천항유도등부표(랜비),2019-03-01 04:59,95.0,,,8.9,14.2,,4.0,,,1066.4,66.0,18.0
부산청,부산항신항다목적부두,2019-03-01 05:03,,,,,,6.7,,,,,,
부산청,부산항신항소형선부두등대,2019-03-01 05:03,,,,,,4.6,,,,,,
부산청,송정리등표,2019-03-01 05:04,1.0,,,7.6,,,4.2,,,1017.8,76.0,
부산청,오륙도등대,2019-03-01 05:04,342.0,,,9.4,,,1.7,,,1013.4,70.0,
부산청,가덕도등대,2019-03-01 05:04,327.0,,,6.7,,,2.3,,,1008.2,82.0,
부산청,감천항유도등부표(랜비),2019-03-01 05:05,103.0,,,9.0,14.3,,4.2,,,1018.5,65.0,18.0
부산청,부산항유도등부표(랜비),2019-03-01 05:08,112.0,,,8.3,14.6,,28.0,,,1018.6,69.0,18.0
부산청,감천항유도등부표(랜비),2019-03-01 05:08,112.0,,,8.7,14.3,,3.7,,,1018.5,64.0,18.0
부산청,남항동방파제등대,2019-03-01 05:08,359.0,,,9.0,,,2.9,,,1017.7,68.0,
부산청,부산항신항중앙C호등부표,2019-03-01 05:08,243.0,,,8.8,12.1,,1.8,,,1018.7,79.0,20.0
부산청,부산항신항다목적부두,2019-03-01 05:09,,,,,,7.0,,,,,,
부산청,부산항신항소형선부두등대,2019-03-01 05:09,,,,,,4.4,,,,,,
부산청,오륙도등대,2019-03-01 05:13,333.0,,,9.3,,,1.1,,,1013.5,69.0,
부산청,가덕도등대,2019-03-01 05:13,311.0,,,6.7,,,3.1,,,1008.2,80.0,
부산청,부산항신항중앙C호등부표,2019-03-01 05:14,243.0,,,8.7,12.1,,2.1,,,1018.7,80.0,18.0
부산청,부산항유도등부표(랜비),2019-03-01 05:14,97.0,,,8.3,14.6,,31.0,,,1018.6,70.0,18.0
부산청,남항동방파제등대,2019-03-01 05:14,4.0,,,8.3,,,3.8,,,1017.7,67.0,
부산청,감천항유도등부표(랜비),2019-03-01 05:14,107.0,,,9.0,14.3,,3.6,,,1018.5,65.0,18.0
부산청,부산항신항다목적부두,2019-03-01 05:18,,,,,,6.1,,,,,,
부산청,부산항신항소형선부두등대,2019-03-01 05:18,,,,,,4.6,,,,,,
부산청,송정리등표,2019-03-01 05:19,349.0,,,6.9,,,3.3,,,1018.0,75.0,
부산청,오륙도등대,2019-03-01 05:19,307.0,,,9.4,,,0.72,,,1013.5,67.0,
부산청,가덕도등대,2019-03-01 05:19,318.0,,,7.2,,,3.2,,,1008.2,78.0,
부산청,감천항유도등부표(랜비),2019-03-01 05:20,95.0,,,8.9,14.3,,3.7,,,1018.5,65.0,18.0
부산청,부산항신항중앙C호등부표,2019-03-01 05:23,256.0,,,7.7,12.1,,1.6,,,1018.9,78.0,19.0
부산청,부산항유도등부표(랜비),2019-03-01 05:23,108.0,,,8.3,14.6,,32.9,,,1018.6,69.0,18.0
부산청,남항동방파제등대,2019-03-01 05:23,1.0,,,9.0,,,2.1,,,1017.8,69.0,
부산청,감천항유도등부표(랜비),2019-03-01 05:23,95.0,,,8.5,14.4,,3.9,,,1018.5,65.0,18.0
부산청,부산항신항다목적부두,2019-03-01 05:24,,,,,,6.5,,,,,,
부산청,부산항신항소형선부두등대,2019-03-01 05:24,,,,,,4.8,,,,,,
부산청,송정리등표,2019-03-01 05:28,356.0,,,7.0,,,3.0,,,1018.1,76.0,
부산청,오륙도등대,2019-03-01 05:28,315.0,,,9.3,,,1.4,,,1013.6,69.0,
부산청,가덕도등대,2019-03-01 05:28,305.0,,,7.5,,,3.3,,,1008.3,76.0,
부산청,남형제도등표,2019-03-01 05:28,246.0,,,9.8,,,6.01,,,1016.1,76.0,
부산청,부산항유도등부표(랜비),2019-03-01 05:29,116.0,,,8.9,14.6,,36.0,,,1018.6,71.0,19.0
부산청,부산항신항중앙C호등부표,2019-03-01 05:29,227.0,,,7.8,12.1,,1.9,,,1018.9,79.0,18.0
부산청,남항동방파제등대,2019-03-01 05:29,3.0,,,9.1,,,3.6,,,1017.8,68.0,
부산청,감천항유도등부표(랜비),2019-03-01 05:29,95.0,,,8.8,14.3,,4.3,,,1018.6,65.0,18.0
부산청,부산항신항다목적부두,2019-03-01 05:33,,,,,,4.6,,,,,,
부산청,부산항신항소형선부두등대,2019-03-01 05:33,,,,,,4.3,,,,,,
부산청,송정리등표,2019-03-01 05:34,359.0,,,7.4,,,3.1,,,1018.1,77.0,
부산청,오륙도등대,2019-03-01 05:34,339.0,,,9.2,,,1.3,,,1013.7,71.0,
부산청,가덕도등대,2019-03-01 05:34,308.0,,,6.9,,,2.5,,,1008.2,76.0,
부산청,남형제도등표,2019-03-01 05:34,246.0,,,9.6,,,7.3,,,1016.1,75.0,
부산청,부산항유도등부표(랜비),2019-03-01 05:38,91.0,,,8.3,14.6,,27.0,,,1018.8,70.0,18.0
부산청,남항동방파제등대,2019-03-01 05:38,353.0,,,8.8,,,2.8,,,1017.8,69.0,
부산청,감천항유도등부표(랜비),2019-03-01 05:38,96.0,,,8.7,14.3,,5.1,,,1018.6,64.0,18.0
부산청,부산항신항중앙C호등부표,2019-03-01 05:38,253.0,,,8.3,12.1,,1.2,,,1018.7,81.0,19.0
부산청,부산항신항소형선부두등대,2019-03-01 05:39,,,,,,3.9,,,,,,
부산청,부산항신항다목적부두,2019-03-01 05:39,,,,,,3.9,,,,,,
부산청,송정리등표,2019-03-01 05:43,1.0,,,7.2,,,3.2,,,1018.1,74.0,
부산청,오륙도등대,2019-03-01 05:43,324.0,,,9.1,,,0.62,,,1013.6,71.0,
부산청,가덕도등대,2019-03-01 05:43,337.0,,,6.9,,,2.2,,,1008.2,75.0,
부산청,남형제도등표,2019-03-01 05:43,247.0,,,9.5,,,7.71,,,1016.1,77.0,
부산청,남항동방파제등대,2019-03-01 05:44,357.0,,,8.8,,,2.5,,,1017.7,70.0,
부산청,부산항신항중앙C호등부표,2019-03-01 05:44,215.0,,,7.6,12.1,,1.5,,,1018.8,80.0,19.0
부산청,부산항유도등부표(랜비),2019-03-01 05:44,109.0,,,9.3,14.6,,25.0,,,1018.8,71.0,18.0
부산청,감천항유도등부표(랜비),2019-03-01 05:44,95.0,,,8.2,14.3,,4.7,,,1018.6,59.0,18.0
부산청,부산항신항다목적부두,2019-03-01 05:48,,,,,,5.0,,,,,,
부산청,부산항신항소형선부두등대,2019-03-01 05:48,,,,,,3.9,,,,,,
부산청,가덕도등대,2019-03-01 05:49,328.0,,,7.1,,,1.8,,,1008.4,72.0,
부산청,송정리등표,2019-03-01 05:49,2.0,,,7.0,,,2.9,,,1018.0,74.0,
부산청,오륙도등대,2019-03-01 05:49,127.0,,,9.0,,,0.1,,,1013.6,72.0,
부산청,감천항유도등부표(랜비),2019-03-01 05:50,99.0,,,8.3,14.3,,4.9,,,1018.6,59.0,18.0
부산청,감천항유도등부표(랜비),2019-03-01 05:53,90.0,,,8.3,14.3,,4.2,,,1018.7,56.0,18.0
부산청,부산항신항중앙C호등부표,2019-03-01 05:53,245.0,,,8.2,12.1,,1.2,,,1019.0,82.0,18.0
부산청,부산항유도등부표(랜비),2019-03-01 05:53,113.0,,,8.2,14.6,,30.0,,,1018.7,69.0,18.0
부산청,남항동방파제등대,2019-03-01 05:53,316.0,,,9.0,,,2.2,,,1017.9,69.0,
부산청,부산항신항다목적부두,2019-03-01 05:54,,,,,,5.9,,,,,,
부산청,부산항신항소형선부두등대,2019-03-01 05:54,,,,,,3.9,,,,,,
부산청,송정리등표,2019-03-01 05:58,6.0,,,7.5,,,2.9,,,1018.1,74.0,
부산청,오륙도등대,2019-03-01 05:58,4.0,,,8.8,,,0.1,,,1013.7,71.0,
부산청,가덕도등대,2019-03-01 05:58,310.0,,,7.1,,,2.9,,,1008.4,74.0,
부산청,남항동방파제등대,2019-03-01 05:59,318.0,,,8.7,,,2.2,,,1017.9,69.0,
부산청,감천항유도등부표(랜비),2019-03-01 05:59,96.0,,,8.3,14.2,,5.19,,,1018.7,56.0,18.0
부산청,부산항신항중앙C호등부표,2019-03-01 05:59,236.0,,,8.5,12.1,,1.1,,,1018.9,82.0,18.0
부산청,부산항유도등부표(랜비),2019-03-01 05:59,127.0,,,8.3,14.6,,31.0,,,1018.8,69.0,18.0
부산청,부산항신항다목적부두,2019-03-01 06:03,,,,,,5.6,,,,,,
부산청,부산항신항소형선부두등대,2019-03-01 06:03,,,,,,3.9,,,,,,
부산청,가덕도등대,2019-03-01 06:04,333.0,,,7.7,,,1.3,,,1008.4,76.0,
부산청,송정리등표,2019-03-01 06:04,0.0,,,7.7,,,2.6,,,1018.2,76.0,
부산청,오륙도등대,2019-03-01 06:04,355.0,,,8.8,,,0.62,,,1013.8,70.0,
부산청,감천항유도등부표(랜비),2019-03-01 06:08,101.0,,,8.5,14.3,,4.4,,,1018.7,57.0,18.0
부산청,부산항신항중앙C호등부표,2019-03-01 06:08,201.0,,,8.4,12.1,,1.4,,,1019.0,81.0,19.0
부산청,부산항유도등부표(랜비),2019-03-01 06:08,116.0,,,9.0,14.6,,29.0,,,1018.9,70.0,18.0
부산청,남항동방파제등대,2019-03-01 06:08,335.0,,,8.5,,,3.0,,,1017.9,69.0,
부산청,부산항신항다목적부두,2019-03-01 06:09,,,,,,5.4,,,,,,
부산청,부산항신항소형선부두등대,2019-03-01 06:09,,,,,,3.3,,,,,,
부산청,송정리등표,2019-03-01 06:13,12.0,,,7.4,,,2.5,,,1018.2,72.0,
부산청,오륙도등대,2019-03-01 06:13,67.0,,,8.8,,,0.4,,,1013.6,70.0,
부산청,가덕도등대,2019-03-01 06:13,313.0,,,7.0,,,0.82,,,1008.4,75.0,
부산청,남항동방파제등대,2019-03-01 06:14,352.0,,,8.7,,,2.9,,,1017.9,69.0,
부산청,감천항유도등부표(랜비),2019-03-01 06:14,100.0,,,8.3,14.3,,4.3,,,1018.7,55.0,19.0
부산청,부산항신항중앙C호등부표,2019-03-01 06:14,196.0,,,8.2,12.1,,1.4,,,1018.8,81.0,19.0
부산청,부산항유도등부표(랜비),2019-03-01 06:14,140.0,,,8.0,14.6,,25.0,,,1018.7,69.0,18.0
부산청,부산항신항다목적부두,2019-03-01 06:18,,,,,,5.6,,,,,,
부산청,부산항신항소형선부두등대,2019-03-01 06:18,,,,,,3.7,,,,,,
부산청,가덕도등대,2019-03-01 06:19,312.0,,,7.0,,,1.3,,,1008.5,76.0,
부산청,송정리등표,2019-03-01 06:19,5.0,,,7.4,,,2.5,,,1018.1,76.0,
부산청,오륙도등대,2019-03-01 06:19,37.0,,,8.9,,,1.2,,,1013.7,65.0,
부산청,감천항유도등부표(랜비),2019-03-01 06:20,101.0,,,8.0,14.3,,4.7,,,1018.7,57.0,19.0
부산청,남항동방파제등대,2019-03-01 06:23,356.0,,,8.7,,,2.6,,,1017.8,70.0,
부산청,감천항유도등부표(랜비),2019-03-01 06:23,100.0,,,8.3,14.3,,4.8,,,1018.6,55.0,19.0
부산청,부산항신항중앙C호등부표,2019-03-01 06:23,202.0,,,8.4,12.0,,1.5,,,1019.0,82.0,19.0
부산청,부산항유도등부표(랜비),2019-03-01 06:23,87.0,,,8.2,14.6,,20.0,,,1066.7,71.0,17.0
부산청,부산항신항다목적부두,2019-03-01 06:24,,,,,,5.7,,,,,,
부산청,부산항신항소형선부두등대,2019-03-01 06:24,,,,,,3.7,,,,,,
부산청,오륙도등대,2019-03-01 06:28,10.0,,,9.0,,,0.72,,,1013.7,64.0,
부산청,가덕도등대,2019-03-01 06:28,303.0,,,6.8,,,2.5,,,1008.4,78.0,
부산청,송정리등표,2019-03-01 06:28,353.0,,,7.4,,,3.0,,,1018.1,62.0,
부산청,남항동방파제등대,2019-03-01 06:29,348.0,,,8.7,,,4.2,,,1017.9,70.0,
부산청,감천항유도등부표(랜비),2019-03-01 06:29,98.0,,,8.5,14.3,,4.9,,,1018.8,58.0,19.0
부산청,부산항신항중앙C호등부표,2019-03-01 06:29,213.0,,,7.7,12.0,,1.7,,,1019.0,79.0,18.0
부산청,부산항유도등부표(랜비),2019-03-01 06:29,23.0,,,8.1,14.6,,2.2,,,1018.8,71.0,18.0
부산청,부산항신항소형선부두등대,2019-03-01 06:33,,,,,,4.6,,,,,,
부산청,부산항신항다목적부두,2019-03-01 06:33,,,,,,5.6,,,,,,
부산청,가덕도등대,2019-03-01 06:34,298.0,,,7.4,,,2.7,,,1008.5,79.0,
부산청,송정리등표,2019-03-01 06:34,358.0,,,7.1,,,3.0,,,1018.3,69.0,
부산청,오륙도등대,2019-03-01 06:34,348.0,,,8.9,,,0.3,,,1013.7,65.0,
부산청,감천항유도등부표(랜비),2019-03-01 06:35,101.0,,,8.3,14.3,,4.1,,,1018.7,57.0,19.0
부산청,남항동방파제등대,2019-03-01 06:38,351.0,,,8.5,,,4.3,,,1017.9,69.0,
부산청,감천항유도등부표(랜비),2019-03-01 06:38,100.0,,,8.0,14.3,,5.0,,,1066.6,57.0,19.0
부산청,부산항신항중앙C호등부표,2019-03-01 06:38,182.0,,,8.8,12.0,,4.1,,,1019.0,78.0,18.0
부산청,부산항유도등부표(랜비),2019-03-01 06:38,56.0,,,8.1,14.6,,3.0,,,1018.8,68.0,17.0
부산청,부산항신항다목적부두,2019-03-01 06:39,,,,,,5.4,,,,,,
부산청,부산항신항소형선부두등대,2019-03-01 06:39,,,,,,4.8,,,,,,
부산청,가덕도등대,2019-03-01 06:43,298.0,,,7.4,,,2.5,,,1008.7,80.0,
부산청,송정리등표,2019-03-01 06:43,352.0,,,6.6,,,2.3,,,1018.3,69.0,
부산청,오륙도등대,2019-03-01 06:43,3.0,,,8.8,,,0.4,,,1013.8,65.0,
부산청,남항동방파제등대,2019-03-01 06:44,350.0,,,7.7,,,3.1,,,1018.0,68.0,
부산청,감천항유도등부표(랜비),2019-03-01 06:44,106.0,,,8.2,14.2,,4.7,,,1018.9,59.0,19.0
부산청,부산항신항중앙C호등부표,2019-03-01 06:44,186.0,,,7.9,12.0,,3.5,,,1019.2,74.0,18.0
부산청,부산항유도등부표(랜비),2019-03-01 06:44,23.0,,,7.9,14.6,,2.5,,,1018.9,70.0,17.0
부산청,부산항신항다목적부두,2019-03-01 06:48,,,,,,5.2,,,,,,
부산청,부산항신항소형선부두등대,2019-03-01 06:48,,,,,,4.8,,,,,,
부산청,남형제도등표,2019-03-01 06:49,247.0,,,9.3,,,9.1,,,1016.9,61.0,
부산청,가덕도등대,2019-03-01 06:49,291.0,,,7.3,,,2.6,,,1008.8,80.0,
부산청,송정리등표,2019-03-01 06:49,353.0,,,7.4,,,2.8,,,1018.3,68.0,
부산청,오륙도등대,2019-03-01 06:49,30.0,,,8.9,,,0.1,,,1013.9,63.0,
부산청,감천항유도등부표(랜비),2019-03-01 06:50,103.0,,,7.9,14.3,,4.3,,,1019.0,58.0,19.0
부산청,남항동방파제등대,2019-03-01 06:53,342.0,,,8.4,,,3.2,,,1018.2,70.0,
부산청,감천항유도등부표(랜비),2019-03-01 06:53,101.0,,,7.8,14.3,,4.1,,,1019.0,58.0,18.0
부산청,부산항신항중앙C호등부표,2019-03-01 06:53,159.0,,,8.9,12.0,,4.5,,,1019.3,77.0,17.0
부산청,부산항유도등부표(랜비),2019-03-01 06:53,35.0,,,8.9,14.6,,27.0,,,1019.0,69.0,17.0
